name1,name,liked,difficulty,passed,submitted,url
318. 最大单词长度乘积,Maximum Product Of Word Lengths,56,中等,"4,158","6,950",https://leetcode-cn.com/problems/maximum-product-of-word-lengths
546. 移除盒子,Remove Boxes,55,困难,"1,317","2,672",https://leetcode-cn.com/problems/remove-boxes
368. 最大整除子集,Largest Divisible Subset,55,中等,"3,803","10,549",https://leetcode-cn.com/problems/largest-divisible-subset
671. 二叉树中第二小的节点,Second Minimum Node In A Binary Tree,55,简单,"6,206","13,910",https://leetcode-cn.com/problems/second-minimum-node-in-a-binary-tree
513. 找树左下角的值,Find Bottom Left Tree Value,55,中等,"7,498","11,156",https://leetcode-cn.com/problems/find-bottom-left-tree-value
187. 重复的DNA序列,Repeated Dna Sequences,54,中等,"9,220","21,527",https://leetcode-cn.com/problems/repeated-dna-sequences
493. 翻转对,Reverse Pairs,53,困难,"2,147","10,185",https://leetcode-cn.com/problems/reverse-pairs
787. K 站中转内最便宜的航班,Cheapest Flights Within K Stops,53,中等,"2,735","8,112",https://leetcode-cn.com/problems/cheapest-flights-within-k-stops
535. TinyURL 的加密与解密,Encode And Decode Tinyurl,53,中等,"5,837","7,242",https://leetcode-cn.com/problems/encode-and-decode-tinyurl
321. 拼接最大数,Create Maximum Number,53,困难,"1,472","5,641",https://leetcode-cn.com/problems/create-maximum-number
523. 连续的子数组和,Continuous Subarray Sum,53,中等,"4,891","21,783",https://leetcode-cn.com/problems/continuous-subarray-sum
195. 第十行,Tenth Line,53,简单,"12,245","28,529",https://leetcode-cn.com/problems/tenth-line
304. 二维区域和检索 - 矩阵不可变,Range Sum Query 2D Immutable,53,中等,"4,457","10,770",https://leetcode-cn.com/problems/range-sum-query-2d-immutable
863. 二叉树中所有距离为 K 的结点,All Nodes Distance K In Binary Tree,53,中等,"2,687","6,031",https://leetcode-cn.com/problems/all-nodes-distance-k-in-binary-tree
430. 扁平化多级双向链表,Flatten A Multilevel Doubly Linked List,52,中等,"4,963","11,306",https://leetcode-cn.com/problems/flatten-a-multilevel-doubly-linked-list
792. 匹配子序列的单词数,Number Of Matching Subsequences,52,中等,"2,146","5,365",https://leetcode-cn.com/problems/number-of-matching-subsequences
907. 子数组的最小值之和,Sum Of Subarray Minimums,52,中等,"2,421","9,271",https://leetcode-cn.com/problems/sum-of-subarray-minimums
165. 比较版本号,Compare Version Numbers,52,中等,"9,070","24,522",https://leetcode-cn.com/problems/compare-version-numbers
282. 给表达式添加运算符,Expression Add Operators,52,困难,"1,341","4,430",https://leetcode-cn.com/problems/expression-add-operators
788. 旋转数字,Rotated Digits,51,简单,"7,579","13,023",https://leetcode-cn.com/problems/rotated-digits
532. 数组中的K-diff数对,K Diff Pairs In An Array,51,简单,"8,608","26,223",https://leetcode-cn.com/problems/k-diff-pairs-in-an-array
330. 按要求补齐数组,Patching Array,51,困难,"1,359","3,376",https://leetcode-cn.com/problems/patching-array
541. 反转字符串 II,Reverse String Ii,51,简单,"9,225","18,317",https://leetcode-cn.com/problems/reverse-string-ii
424. 替换后的最长重复字符,Longest Repeating Character Replacement,51,中等,"3,215","7,256",https://leetcode-cn.com/problems/longest-repeating-character-replacement
813. 最大平均值和的分组,Largest Sum Of Averages,51,中等,"1,490","3,255",https://leetcode-cn.com/problems/largest-sum-of-averages
720. 词典中最长的单词,Longest Word In Dictionary,51,简单,"4,877","11,072",https://leetcode-cn.com/problems/longest-word-in-dictionary
670. 最大交换,Maximum Swap,51,中等,"3,090","8,257",https://leetcode-cn.com/problems/maximum-swap
961. 重复 N 次的元素,N Repeated Element In Size 2N Array,51,简单,"16,570","25,121",https://leetcode-cn.com/problems/n-repeated-element-in-size-2n-array
363. 矩形区域不超过 K 的最大数值和,Max Sum Of Rectangle No Larger Than K,51,困难,"1,472","4,605",https://leetcode-cn.com/problems/max-sum-of-rectangle-no-larger-than-k
668. 乘法表中第k小的数,Kth Smallest Number In Multiplication Table,50,困难,"1,551","3,538",https://leetcode-cn.com/problems/kth-smallest-number-in-multiplication-table
811. 子域名访问计数,Subdomain Visit Count,50,简单,"6,479","9,891",https://leetcode-cn.com/problems/subdomain-visit-count
841. 钥匙和房间,Keys And Rooms,50,中等,"6,738","11,479",https://leetcode-cn.com/problems/keys-and-rooms
611. 有效三角形的个数,Valid Triangle Number,50,中等,"3,713","7,895",https://leetcode-cn.com/problems/valid-triangle-number
674. 最长连续递增序列,Longest Continuous Increasing Subsequence,50,简单,"14,208","32,825",https://leetcode-cn.com/problems/longest-continuous-increasing-subsequence
440. 字典序的第K小数字,K Th Smallest In Lexicographical Order,50,困难,"1,651","5,476",https://leetcode-cn.com/problems/k-th-smallest-in-lexicographical-order
979. 在二叉树中分配硬币,Distribute Coins In Binary Tree,50,中等,"1,812","2,827",https://leetcode-cn.com/problems/distribute-coins-in-binary-tree
693. 交替位二进制数,Binary Number With Alternating Bits,49,简单,"9,560","15,922",https://leetcode-cn.com/problems/binary-number-with-alternating-bits
462. 最少移动次数使数组元素相等 II,Minimum Moves To Equal Array Elements Ii,49,中等,"3,218","5,831",https://leetcode-cn.com/problems/minimum-moves-to-equal-array-elements-ii
767. 重构字符串,Reorganize String,48,中等,"3,147","8,311",https://leetcode-cn.com/problems/reorganize-string
331. 验证二叉树的前序序列化,Verify Preorder Serialization Of A Binary Tree,48,中等,"3,278","7,667",https://leetcode-cn.com/problems/verify-preorder-serialization-of-a-binary-tree
888. 公平的糖果交换,Fair Candy Swap,48,简单,"7,926","15,678",https://leetcode-cn.com/problems/fair-candy-swap
599. 两个列表的最小索引总和,Minimum Index Sum Of Two Lists,48,简单,"8,561","17,467",https://leetcode-cn.com/problems/minimum-index-sum-of-two-lists
946. 验证栈序列,Validate Stack Sequences,47,中等,"4,881","9,312",https://leetcode-cn.com/problems/validate-stack-sequences
733. 图像渲染,Flood Fill,47,简单,"7,443","14,225",https://leetcode-cn.com/problems/flood-fill
646. 最长数对链,Maximum Length Of Pair Chain,47,中等,"3,977","7,675",https://leetcode-cn.com/problems/maximum-length-of-pair-chain
313. 超级丑数,Super Ugly Number,47,中等,"4,104","6,962",https://leetcode-cn.com/problems/super-ugly-number
515. 在每个树行中找最大值,Find Largest Value In Each Tree Row,47,中等,"5,418","9,547",https://leetcode-cn.com/problems/find-largest-value-in-each-tree-row
554. 砖墙,Brick Wall,47,中等,"5,938","17,143",https://leetcode-cn.com/problems/brick-wall
405. 数字转换为十六进制数,Convert A Number To Hexadecimal,47,简单,"6,957","14,258",https://leetcode-cn.com/problems/convert-a-number-to-hexadecimal
390. 消除游戏,Elimination Game,46,中等,"1,807","4,446",https://leetcode-cn.com/problems/elimination-game
950. 按递增顺序显示卡牌,Reveal Cards In Increasing Order,46,中等,"4,613","6,114",https://leetcode-cn.com/problems/reveal-cards-in-increasing-order
735. 行星碰撞,Asteroid Collision,46,中等,"3,941","10,775",https://leetcode-cn.com/problems/asteroid-collision
575. 分糖果,Distribute Candies,46,简单,"12,833","19,902",https://leetcode-cn.com/problems/distribute-candies
934. 最短的桥,Shortest Bridge,45,中等,"2,174","5,100",https://leetcode-cn.com/problems/shortest-bridge
700. 二叉搜索树中的搜索,Search In A Binary Search Tree,45,简单,"14,695","20,699",https://leetcode-cn.com/problems/search-in-a-binary-search-tree
747. 至少是其他数字两倍的最大数,Largest Number At Least Twice Of Others,45,简单,"18,917","49,087",https://leetcode-cn.com/problems/largest-number-at-least-twice-of-others
658. 找到 K 个最接近的元素,Find K Closest Elements,45,中等,"4,930","11,797",https://leetcode-cn.com/problems/find-k-closest-elements
719. 找出第 k 小的距离对,Find K Th Smallest Pair Distance,45,困难,"1,992","6,599",https://leetcode-cn.com/problems/find-k-th-smallest-pair-distance
374. 猜数字大小,Guess Number Higher Or Lower,45,简单,"14,035","33,605",https://leetcode-cn.com/problems/guess-number-higher-or-lower
829. 连续整数求和,Consecutive Numbers Sum,45,困难,"2,823","9,494",https://leetcode-cn.com/problems/consecutive-numbers-sum
403. 青蛙过河,Frog Jump,45,困难,"2,928","9,545",https://leetcode-cn.com/problems/frog-jump
373. 查找和最小的K对数字,Find K Pairs With Smallest Sums,45,中等,"3,929","10,029",https://leetcode-cn.com/problems/find-k-pairs-with-smallest-sums
861. 翻转矩阵后的得分,Score After Flipping Matrix,45,中等,"3,419","4,673",https://leetcode-cn.com/problems/score-after-flipping-matrix
327. 区间和的个数,Count Of Range Sum,45,困难,"1,691","5,337",https://leetcode-cn.com/problems/count-of-range-sum
845. 数组中的最长山脉,Longest Mountain In Array,45,中等,"3,097","9,467",https://leetcode-cn.com/problems/longest-mountain-in-array
1029. 两地调度,Two City Scheduling,44,简单,"4,822","8,533",https://leetcode-cn.com/problems/two-city-scheduling
306. 累加数,Additive Number,44,中等,"3,137","9,967",https://leetcode-cn.com/problems/additive-number
779. 第K个语法符号,K Th Symbol In Grammar,44,中等,"5,262","12,452",https://leetcode-cn.com/problems/k-th-symbol-in-grammar
526. 优美的排列,Beautiful Arrangement,44,中等,"3,055","5,312",https://leetcode-cn.com/problems/beautiful-arrangement
873. 最长的斐波那契子序列的长度,Length Of Longest Fibonacci Subsequence,44,中等,"3,301","7,403",https://leetcode-cn.com/problems/length-of-longest-fibonacci-subsequence
372. 超级次方,Super Pow,44,中等,"2,313","6,238",https://leetcode-cn.com/problems/super-pow
1002. 查找常用字符,Find Common Characters,43,简单,"7,939","12,150",https://leetcode-cn.com/problems/find-common-characters
441. 排列硬币,Arranging Coins,43,简单,"13,585","34,294",https://leetcode-cn.com/problems/arranging-coins
744. 寻找比目标字母大的最小字母,Find Smallest Letter Greater Than Target,43,简单,"9,653","22,057",https://leetcode-cn.com/problems/find-smallest-letter-greater-than-target
889. 根据前序和后序遍历构造二叉树,Construct Binary Tree From Preorder And Postorder Traversal,43,中等,"2,528","4,119",https://leetcode-cn.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
649. Dota2 参议院,Dota2 Senate,43,中等,"1,935","5,331",https://leetcode-cn.com/problems/dota2-senate
223. 矩形面积,Rectangle Area,43,中等,"5,021","12,062",https://leetcode-cn.com/problems/rectangle-area
837. 新21点,New 21 Game,43,中等,"1,163","4,769",https://leetcode-cn.com/problems/new-21-game
274. H指数,H Index,43,中等,"6,383","17,260",https://leetcode-cn.com/problems/h-index
925. 长按键入,Long Pressed Name,43,简单,"5,677","12,755",https://leetcode-cn.com/problems/long-pressed-name
508. 出现次数最多的子树元素和,Most Frequent Subtree Sum,43,中等,"2,851","4,787",https://leetcode-cn.com/problems/most-frequent-subtree-sum
556. 下一个更大元素 III,Next Greater Element Iii,42,中等,"2,175","7,687",https://leetcode-cn.com/problems/next-greater-element-iii
801. 使序列递增的最小交换次数,Minimum Swaps To Make Sequences Increasing,42,中等,"1,602","4,498",https://leetcode-cn.com/problems/minimum-swaps-to-make-sequences-increasing
412. Fizz Buzz,Fizz Buzz,42,简单,"24,163","39,023",https://leetcode-cn.com/problems/fizz-buzz
299. 猜数字游戏,Bulls And Cows,42,简单,"6,379","13,972",https://leetcode-cn.com/problems/bulls-and-cows
1010. 总持续时间可被 60 整除的歌曲,Pairs Of Songs With Total Durations Divisible By 60,42,简单,"5,549","13,099",https://leetcode-cn.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
893. 特殊等价字符串组,Groups Of Special Equivalent Strings,42,简单,"3,633","5,630",https://leetcode-cn.com/problems/groups-of-special-equivalent-strings
529. 扫雷游戏,Minesweeper,42,中等,"3,256","5,645",https://leetcode-cn.com/problems/minesweeper
434. 字符串中的单词数,Number Of Segments In A String,42,简单,"10,377","31,405",https://leetcode-cn.com/problems/number-of-segments-in-a-string
872. 叶子相似的树,Leaf Similar Trees,42,简单,"7,851","12,787",https://leetcode-cn.com/problems/leaf-similar-trees
648. 单词替换,Replace Words,42,中等,"3,077","5,805",https://leetcode-cn.com/problems/replace-words
357. 计算各个位数不同的数字个数,Count Numbers With Unique Digits,42,中等,"5,351","10,965",https://leetcode-cn.com/problems/count-numbers-with-unique-digits
1115. 交替打印FooBar,Print Foobar Alternately,41,中等,"7,437","13,634",https://leetcode-cn.com/problems/print-foobar-alternately
1000. 合并石头的最低成本,Minimum Cost To Merge Stones,41,困难,701,"2,502",https://leetcode-cn.com/problems/minimum-cost-to-merge-stones
563. 二叉树的坡度,Binary Tree Tilt,41,简单,"6,807","13,265",https://leetcode-cn.com/problems/binary-tree-tilt
355. 设计推特,Design Twitter,41,中等,"2,003","5,509",https://leetcode-cn.com/problems/design-twitter
552. 学生出勤记录 II,Student Attendance Record Ii,41,困难,"1,220","3,240",https://leetcode-cn.com/problems/student-attendance-record-ii
721. 账户合并,Accounts Merge,41,中等,"1,716","5,699",https://leetcode-cn.com/problems/accounts-merge
449. 序列化和反序列化二叉搜索树,Serialize And Deserialize Bst,41,中等,"2,629","5,316",https://leetcode-cn.com/problems/serialize-and-deserialize-bst
896. 单调数列,Monotonic Array,41,简单,"10,342","20,637",https://leetcode-cn.com/problems/monotonic-array
897. 递增顺序查找树,Increasing Order Search Tree,41,简单,"6,053","9,471",https://leetcode-cn.com/problems/increasing-order-search-tree
623. 在二叉树中增加一行,Add One Row To Tree,41,中等,"2,329","4,710",https://leetcode-cn.com/problems/add-one-row-to-tree
507. 完美数,Perfect Number,41,简单,"9,381","25,545",https://leetcode-cn.com/problems/perfect-number
68. 文本左右对齐,Text Justification,41,困难,"4,974","11,883",https://leetcode-cn.com/problems/text-justification
918. 环形子数组的最大和,Maximum Sum Circular Subarray,40,中等,"1,876","6,212",https://leetcode-cn.com/problems/maximum-sum-circular-subarray
LCP 3. 机器人大冒险,Programmable Robot,40,中等,"3,248","18,653",https://leetcode-cn.com/problems/programmable-robot
741. 摘樱桃,Cherry Pickup,40,困难,784,"2,707",https://leetcode-cn.com/problems/cherry-pickup
590. N叉树的后序遍历,N Ary Tree Postorder Traversal,40,简单,"12,850","18,085",https://leetcode-cn.com/problems/n-ary-tree-postorder-traversal
976. 三角形的最大周长,Largest Perimeter Triangle,40,简单,"9,659","17,751",https://leetcode-cn.com/problems/largest-perimeter-triangle
992. K 个不同整数的子数组,Subarrays With K Different Integers,40,困难,"1,952","8,334",https://leetcode-cn.com/problems/subarrays-with-k-different-integers
273. 整数转换英文表示,Integer To English Words,39,困难,"2,720","10,825",https://leetcode-cn.com/problems/integer-to-english-words
868. 二进制间距,Binary Gap,39,简单,"6,903","11,660",https://leetcode-cn.com/problems/binary-gap
989. 数组形式的整数加法,Add To Array Form Of Integer,38,简单,"7,685","18,103",https://leetcode-cn.com/problems/add-to-array-form-of-integer
600. 不含连续1的非负整数,Non Negative Integers Without Consecutive Ones,38,困难,"1,172","4,162",https://leetcode-cn.com/problems/non-negative-integers-without-consecutive-ones
836. 矩形重叠,Rectangle Overlap,38,简单,"4,288","9,703",https://leetcode-cn.com/problems/rectangle-overlap
1011. 在 D 天内送达包裹的能力,Capacity To Ship Packages Within D Days,38,中等,"2,647","5,353",https://leetcode-cn.com/problems/capacity-to-ship-packages-within-d-days
834. 树中距离之和,Sum Of Distances In Tree,38,困难,677,"2,226",https://leetcode-cn.com/problems/sum-of-distances-in-tree
384. 打乱数组,Shuffle An Array,38,中等,"12,631","26,019",https://leetcode-cn.com/problems/shuffle-an-array
871. 最低加油次数,Minimum Number Of Refueling Stops,38,困难,"1,928","6,648",https://leetcode-cn.com/problems/minimum-number-of-refueling-stops
892. 三维形体的表面积,Surface Area Of 3D Shapes,38,简单,"4,411","8,000",https://leetcode-cn.com/problems/surface-area-of-3d-shapes
795. 区间子数组个数,Number Of Subarrays With Bounded Maximum,38,中等,"1,923","4,168",https://leetcode-cn.com/problems/number-of-subarrays-with-bounded-maximum
655. 输出二叉树,Print Binary Tree,38,中等,"1,940","3,670",https://leetcode-cn.com/problems/print-binary-tree
1019. 链表中的下一个更大节点,Next Greater Node In Linked List,38,中等,"3,940","8,172",https://leetcode-cn.com/problems/next-greater-node-in-linked-list
467. 环绕字符串中唯一的子字符串,Unique Substrings In Wraparound String,38,中等,"1,491","3,907",https://leetcode-cn.com/problems/unique-substrings-in-wraparound-string
521. 最长特殊序列 Ⅰ,Longest Uncommon Subsequence I,38,简单,"7,614","11,709",https://leetcode-cn.com/problems/longest-uncommon-subsequence-i
659. 分割数组为连续子序列,Split Array Into Consecutive Subsequences,37,中等,"1,600","3,986",https://leetcode-cn.com/problems/split-array-into-consecutive-subsequences
870. 优势洗牌,Advantage Shuffle,37,中等,"3,617","10,734",https://leetcode-cn.com/problems/advantage-shuffle
725. 分隔链表,Split Linked List In Parts,37,中等,"4,387","8,444",https://leetcode-cn.com/problems/split-linked-list-in-parts
1108. IP 地址无效化,Defanging An Ip Address,37,简单,"22,015","27,460",https://leetcode-cn.com/problems/defanging-an-ip-address
564. 寻找最近的回文数,Find The Closest Palindrome,37,困难,"1,154","8,679",https://leetcode-cn.com/problems/find-the-closest-palindrome
838. 推多米诺,Push Dominoes,37,中等,"2,086","4,839",https://leetcode-cn.com/problems/push-dominoes
382. 链表随机节点,Linked List Random Node,37,中等,"2,687","4,933",https://leetcode-cn.com/problems/linked-list-random-node
1008. 先序遍历构造二叉树,Construct Binary Search Tree From Preorder Traversal,37,中等,"3,685","5,192",https://leetcode-cn.com/problems/construct-binary-search-tree-from-preorder-traversal
397. 整数替换,Integer Replacement,36,中等,"3,982","12,087",https://leetcode-cn.com/problems/integer-replacement
895. 最大频率栈,Maximum Frequency Stack,36,困难,996,"2,226",https://leetcode-cn.com/problems/maximum-frequency-stack
336. 回文对,Palindrome Pairs,36,困难,"2,083","6,473",https://leetcode-cn.com/problems/palindrome-pairs
193. 有效电话号码,Valid Phone Numbers,36,简单,"7,734","28,587",https://leetcode-cn.com/problems/valid-phone-numbers
701. 二叉搜索树中的插入操作,Insert Into A Binary Search Tree,36,中等,"6,367","9,008",https://leetcode-cn.com/problems/insert-into-a-binary-search-tree
865. 具有所有最深结点的最小子树,Smallest Subtree With All The Deepest Nodes,36,中等,"1,505","3,074",https://leetcode-cn.com/problems/smallest-subtree-with-all-the-deepest-nodes
524. 通过删除字母匹配到字典里最长单词,Longest Word In Dictionary Through Deleting,36,中等,"5,225","11,843",https://leetcode-cn.com/problems/longest-word-in-dictionary-through-deleting
765. 情侣牵手,Couples Holding Hands,36,困难,"3,409","6,181",https://leetcode-cn.com/problems/couples-holding-hands
847. 访问所有节点的最短路径,Shortest Path Visiting All Nodes,36,困难,974,"1,936",https://leetcode-cn.com/problems/shortest-path-visiting-all-nodes
470. 用 Rand7() 实现 Rand10(),Implement Rand10 Using Rand7,36,中等,"3,214","7,205",https://leetcode-cn.com/problems/implement-rand10-using-rand7
1051. 高度检查器,Height Checker,36,简单,"9,684","13,524",https://leetcode-cn.com/problems/height-checker
480. 滑动窗口中位数,Sliding Window Median,36,困难,"1,960","5,945",https://leetcode-cn.com/problems/sliding-window-median
539. 最小时间差,Minimum Time Difference,36,中等,"2,992","5,777",https://leetcode-cn.com/problems/minimum-time-difference
908. 最小差值 I,Smallest Range I,36,简单,"7,891","11,777",https://leetcode-cn.com/problems/smallest-range-i
910. 最小差值 II,Smallest Range Ii,36,中等,"1,719","6,953",https://leetcode-cn.com/problems/smallest-range-ii
875. 爱吃香蕉的珂珂,Koko Eating Bananas,35,中等,"4,516","12,096",https://leetcode-cn.com/problems/koko-eating-bananas
769. 最多能完成排序的块,Max Chunks To Make Sorted,35,中等,"2,045","3,958",https://leetcode-cn.com/problems/max-chunks-to-make-sorted
1012. 至少有 1 位重复的数字,Numbers With Repeated Digits,35,困难,874,"3,389",https://leetcode-cn.com/problems/numbers-with-repeated-digits
884. 两句话中的不常见单词,Uncommon Words From Two Sentences,35,简单,"7,018","11,763",https://leetcode-cn.com/problems/uncommon-words-from-two-sentences
991. 坏了的计算器,Broken Calculator,35,中等,"2,811","5,611",https://leetcode-cn.com/problems/broken-calculator
783. 二叉搜索树结点最小距离,Minimum Distance Between Bst Nodes,35,简单,"7,025","13,776",https://leetcode-cn.com/problems/minimum-distance-between-bst-nodes
973. 最接近原点的 K 个点,K Closest Points To Origin,34,中等,"7,876","13,812",https://leetcode-cn.com/problems/k-closest-points-to-origin
768. 最多能完成排序的块 II,Max Chunks To Make Sorted Ii,34,困难,"1,337","3,061",https://leetcode-cn.com/problems/max-chunks-to-make-sorted-ii
957. N 天后的牢房,Prison Cells After N Days,34,中等,"4,177","12,820",https://leetcode-cn.com/problems/prison-cells-after-n-days
853. 车队,Car Fleet,34,中等,"2,300","6,755",https://leetcode-cn.com/problems/car-fleet
773. 滑动谜题,Sliding Puzzle,34,困难,"1,187","2,128",https://leetcode-cn.com/problems/sliding-puzzle
785. 判断二分图,Is Graph Bipartite,34,中等,"3,245","7,777",https://leetcode-cn.com/problems/is-graph-bipartite
797. 所有可能的路径,All Paths From Source To Target,34,中等,"2,251","3,044",https://leetcode-cn.com/problems/all-paths-from-source-to-target
803. 打砖块,Bricks Falling When Hit,34,困难,387,"1,711",https://leetcode-cn.com/problems/bricks-falling-when-hit
661. 图片平滑器,Image Smoother,34,简单,"5,178","10,057",https://leetcode-cn.com/problems/image-smoother
997. 找到小镇的法官,Find The Town Judge,34,简单,"9,588","19,526",https://leetcode-cn.com/problems/find-the-town-judge
1049. 最后一块石头的重量 II,Last Stone Weight Ii,34,中等,"1,470","3,808",https://leetcode-cn.com/problems/last-stone-weight-ii
890. 查找和替换模式,Find And Replace Pattern,34,中等,"3,139","4,539",https://leetcode-cn.com/problems/find-and-replace-pattern
903. DI 序列的有效排列,Valid Permutations For Di Sequence,33,困难,"1,012","2,031",https://leetcode-cn.com/problems/valid-permutations-for-di-sequence
866. 回文素数,Prime Palindrome,33,中等,"2,398","13,151",https://leetcode-cn.com/problems/prime-palindrome
830. 较大分组的位置,Positions Of Large Groups,33,简单,"6,503","14,594",https://leetcode-cn.com/problems/positions-of-large-groups
878. 第 N 个神奇数字,Nth Magical Number,33,困难,"1,367","6,578",https://leetcode-cn.com/problems/nth-magical-number
932. 漂亮数组,Beautiful Array,33,中等,"2,158","3,826",https://leetcode-cn.com/problems/beautiful-array
664. 奇怪的打印机,Strange Printer,33,困难,907,"2,250",https://leetcode-cn.com/problems/strange-printer
639. 解码方法 2,Decode Ways Ii,33,困难,886,"3,501",https://leetcode-cn.com/problems/decode-ways-ii
738. 单调递增的数字,Monotone Increasing Digits,33,中等,"2,571","6,408",https://leetcode-cn.com/problems/monotone-increasing-digits
912. 排序数组,Sort An Array,33,中等,"11,773","22,688",https://leetcode-cn.com/problems/sort-an-array
1124. 表现良好的最长时间段,Longest Well Performing Interval,33,中等,"2,473","11,447",https://leetcode-cn.com/problems/longest-well-performing-interval
1047. 删除字符串中的所有相邻重复项,Remove All Adjacent Duplicates In String,33,简单,"9,205","14,215",https://leetcode-cn.com/problems/remove-all-adjacent-duplicates-in-string
381. O(1) 时间插入、删除和获取随机元素 - 允许重复,Insert Delete Getrandom O1 Duplicates Allowed,33,困难,"1,456","3,975",https://leetcode-cn.com/problems/insert-delete-getrandom-o1-duplicates-allowed
391. 完美矩形,Perfect Rectangle,33,困难,765,"3,387",https://leetcode-cn.com/problems/perfect-rectangle
365. 水壶问题,Water And Jug Problem,33,中等,"3,417","11,833",https://leetcode-cn.com/problems/water-and-jug-problem
1014. 最佳观光组合,Best Sightseeing Pair,33,中等,"2,560","5,582",https://leetcode-cn.com/problems/best-sightseeing-pair
576. 出界的路径数,Out Of Boundary Paths,33,中等,"1,835","5,328",https://leetcode-cn.com/problems/out-of-boundary-paths
933. 最近的请求次数,Number Of Recent Calls,32,简单,"7,500","10,829",https://leetcode-cn.com/problems/number-of-recent-calls
685. 冗余连接 II,Redundant Connection Ii,32,困难,"1,255","3,901",https://leetcode-cn.com/problems/redundant-connection-ii
974. 和可被 K 整除的子数组,Subarray Sums Divisible By K,32,中等,"1,869","5,212",https://leetcode-cn.com/problems/subarray-sums-divisible-by-k
846. 一手顺子,Hand Of Straights,32,中等,"2,730","6,114",https://leetcode-cn.com/problems/hand-of-straights
726. 原子的数量,Number Of Atoms,32,困难,"1,255","2,946",https://leetcode-cn.com/problems/number-of-atoms
959. 由斜杠划分区域,Regions Cut By Slashes,32,中等,"1,176","1,874",https://leetcode-cn.com/problems/regions-cut-by-slashes
506. 相对名次,Relative Ranks,32,简单,"6,255","11,973",https://leetcode-cn.com/problems/relative-ranks
917. 仅仅反转字母,Reverse Only Letters,32,简单,"7,026","13,378",https://leetcode-cn.com/problems/reverse-only-letters
993. 二叉树的堂兄弟节点,Cousins In Binary Tree,32,简单,"4,498","9,177",https://leetcode-cn.com/problems/cousins-in-binary-tree
819. 最常见的单词,Most Common Word,31,简单,"5,755","15,410",https://leetcode-cn.com/problems/most-common-word
396. 旋转函数,Rotate Function,31,中等,"1,863","4,854",https://leetcode-cn.com/problems/rotate-function
941. 有效的山脉数组,Valid Mountain Array,31,简单,"6,068","17,597",https://leetcode-cn.com/problems/valid-mountain-array
947. 移除最多的同行或同列石头,Most Stones Removed With Same Row Or Column,31,中等,"1,152","2,556",https://leetcode-cn.com/problems/most-stones-removed-with-same-row-or-column
677. 键值映射,Map Sum Pairs,31,中等,"3,836","6,410",https://leetcode-cn.com/problems/map-sum-pairs
423. 从英文中重建数字,Reconstruct Original Digits From English,31,中等,"2,173","4,241",https://leetcode-cn.com/problems/reconstruct-original-digits-from-english
820. 单词的压缩编码,Short Encoding Of Words,31,中等,"6,872","17,927",https://leetcode-cn.com/problems/short-encoding-of-words
825. 适龄的朋友,Friends Of Appropriate Ages,31,中等,"1,772","5,469",https://leetcode-cn.com/problems/friends-of-appropriate-ages
828. 独特字符串,Unique Letter String,31,困难,806,"2,231",https://leetcode-cn.com/problems/unique-letter-string
842. 将数组拆分成斐波那契序列,Split Array Into Fibonacci Sequence,31,中等,"2,190","6,198",https://leetcode-cn.com/problems/split-array-into-fibonacci-sequence
1004. 最大连续1的个数 III,Max Consecutive Ones Iii,30,中等,"2,928","6,375",https://leetcode-cn.com/problems/max-consecutive-ones-iii
667. 优美的排列 II,Beautiful Arrangement Ii,30,中等,"1,951","3,421",https://leetcode-cn.com/problems/beautiful-arrangement-ii
672. 灯泡开关 Ⅱ,Bulb Switcher Ii,30,中等,966,"1,882",https://leetcode-cn.com/problems/bulb-switcher-ii
691. 贴纸拼词,Stickers To Spell Word,30,困难,677,"1,579",https://leetcode-cn.com/problems/stickers-to-spell-word
228. 汇总区间,Summary Ranges,30,中等,"5,542","11,158",https://leetcode-cn.com/problems/summary-ranges
806. 写字符串需要的行数,Number Of Lines To Write String,30,简单,"5,841","9,212",https://leetcode-cn.com/problems/number-of-lines-to-write-string
791. 自定义字符串排序,Custom Sort String,30,中等,"3,164","4,973",https://leetcode-cn.com/problems/custom-sort-string
793. 阶乘函数后K个零,Preimage Size Of Factorial Zeroes Function,30,困难,962,"2,947",https://leetcode-cn.com/problems/preimage-size-of-factorial-zeroes-function
1117. H2O 生成,Building H2O,30,中等,"3,300","7,670",https://leetcode-cn.com/problems/building-h2o
1116. 打印零与奇偶数,Print Zero Even Odd,30,中等,"3,943","8,391",https://leetcode-cn.com/problems/print-zero-even-odd
398. 随机数索引,Random Pick Index,30,中等,"2,647","4,601",https://leetcode-cn.com/problems/random-pick-index
777. 在LR字符串中交换相邻字符,Swap Adjacent In Lr String,29,中等,"1,782","5,752",https://leetcode-cn.com/problems/swap-adjacent-in-lr-string
514. 自由之路,Freedom Trail,29,困难,980,"2,619",https://leetcode-cn.com/problems/freedom-trail
790. 多米诺和托米诺平铺,Domino And Tromino Tiling,29,中等,955,"2,491",https://leetcode-cn.com/problems/domino-and-tromino-tiling
194. 转置文件,Transpose File,29,中等,"3,456","10,561",https://leetcode-cn.com/problems/transpose-file
799. 香槟塔,Champagne Tower,29,中等,"1,145","3,375",https://leetcode-cn.com/problems/champagne-tower
